12588,es-BR-x-icu,11,10,i,True,-1,,,es-BR,,153.14.37
12589,es-BZ-x-icu,11,10,i,True,-1,,,es-BZ,,153.14.37
12590,es-CL-x-icu,11,10,i,True,-1,,,es-CL,,153.14.37
12591,es-CO-x-icu,11,10,i,True,-1,,,es-CO,,153.14.37
12592,es-CR-x-icu,11,10,i,True,-1,,,es-CR,,153.14.37
12593,es-CU-x-icu,11,10,i,True,-1,,,es-CU,,153.14.37
12594,es-DO-x-icu,11,10,i,True,-1,,,es-DO,,153.14.37
12595,es-EA-x-icu,11,10,i,True,-1,,,es-EA,,153.14.37
12596,es-EC-x-icu,11,10,i,True,-1,,,es-EC,,153.14.37
12597,es-ES-x-icu,11,10,i,True,-1,,,es-ES,,153.14.37
12598,es-GQ-x-icu,11,10,i,True,-1,,,es-GQ,,153.14.37
12599,es-GT-x-icu,11,10,i,True,-1,,,es-GT,,153.14.37
12600,es-HN-x-icu,11,10,i,True,-1,,,es-HN,,153.14.37
12601,es-IC-x-icu,11,10,i,True,-1,,,es-IC,,153.14.37
12602,es-MX-x-icu,11,10,i,True,-1,,,es-MX,,153.14.37
12603,es-NI-x-icu,11,10,i,True,-1,,,es-NI,,153.14.37
12604,es-PA-x-icu,11,10,i,True,-1,,,es-PA,,153.14.37
12605,es-PE-x-icu,11,10,i,True,-1,,,es-PE,,153.14.37
12606,es-PH-x-icu,11,10,i,True,-1,,,es-PH,,153.14.37
12607,es-PR-x-icu,11,10,i,True,-1,,,es-PR,,153.14.37
12608,es-PY-x-icu,11,10,i,True,-1,,,es-PY,,153.14.37
12609,es-SV-x-icu,11,10,i,True,-1,,,es-SV,,153.14.37
12610,es-US-x-icu,11,10,i,True,-1,,,es-US,,153.14.37
12611,es-UY-x-icu,11,10,i,True,-1,,,es-UY,,153.14.37
12612,es-VE-x-icu,11,10,i,True,-1,,,es-VE,,153.14.37
12613,et-x-icu,11,10,i,True,-1,,,et,,153.14.37
12614,et-EE-x-icu,11,10,i,True,-1,,,et-EE,,153.14.37
12615,eu-x-icu,11,10,i,True,-1,,,eu,,153.14
12616,eu-ES-x-icu,11,10,i,True,-1,,,eu-ES,,153.14
12617,ewo-x-icu,11,10,i,True,-1,,,ewo,,153.14
12618,ewo-CM-x-icu,11,10,i,True,-1,,,ewo-CM,,153.14
12619,fa-x-icu,11,10,i,True,-1,,,fa,,153.14.37
12620,fa-AF-x-icu,11,10,i,True,-1,,,fa-AF,,153.14.37
12621,fa-IR-x-icu,11,10,i,True,-1,,,fa-IR,,153.14.37
12622,ff-x-icu,11,10,i,True,-1,,,ff,,153.14
12623,ff-Adlm-x-icu,11,10,i,True,-1,,,ff-Adlm,,153.14.37
12624,ff-Adlm-BF-x-icu,11,10,i,True,-1,,,ff-Adlm-BF,,153.14.37
12625,ff-Adlm-CM-x-icu,11,10,i,True,-1,,,ff-Adlm-CM,,153.14.37
12626,ff-Adlm-GH-x-icu,11,10,i,True,-1,,,ff-Adlm-GH,,153.14.37
12627,ff-Adlm-GM-x-icu,11,10,i,True,-1,,,ff-Adlm-GM,,153.14.37
12628,ff-Adlm-GN-x-icu,11,10,i,True,-1,,,ff-Adlm-GN,,153.14.37
12629,ff-Adlm-GW-x-icu,11,10,i,True,-1,,,ff-Adlm-GW,,153.14.37
12630,ff-Adlm-LR-x-icu,11,10,i,True,-1,,,ff-Adlm-LR,,153.14.37
12631,ff-Adlm-MR-x-icu,11,10,i,True,-1,,,ff-Adlm-MR,,153.14.37
12632,ff-Adlm-NE-x-icu,11,10,i,True,-1,,,ff-Adlm-NE,,153.14.37
12633,ff-Adlm-NG-x-icu,11,10,i,True,-1,,,ff-Adlm-NG,,153.14.37
12634,ff-Adlm-SL-x-icu,11,10,i,True,-1,,,ff-Adlm-SL,,153.14.37
